person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
34,74000,MORTGAGE,13,VENTURE,C,10000,15.96,1,0.14,Y,10
27,80000,MORTGAGE,11,PERSONAL,A,8500,6.03,0,0.11,N,6
29,80000,MORTGAGE,13,EDUCATION,A,10000,7.9,0,0.13,N,9
27,80000,MORTGAGE,11,EDUCATION,B,7500,11.71,0,0.09,N,10
27,80000,MORTGAGE,4,PERSONAL,A,6000,6.03,0,0.07,N,10
33,58344,RENT,5,VENTURE,D,11975,16.29,0,0.21,Y,9
27,80000,MORTGAGE,7,DEBTCONSOLIDATION,B,7400,12.69,0,0.09,N,7
29,80000,MORTGAGE,14,HOMEIMPROVEMENT,A,25000,7.49,0,0.31,N,7
34,80000,MORTGAGE,4,HOMEIMPROVEMENT,B,11000,10.99,0,0.14,N,6
34,25200,RENT,6,PERSONAL,C,12000,13.48,1,0.48,N,10
29,80000,MORTGAGE,5,MEDICAL,B,22000,10.59,0,0.28,N,10
27,28000,RENT,8,MEDICAL,A,12000,7.51,1,0.43,N,9
30,28000,RENT,5,PERSONAL,C,12000,14.22,1,0.43,N,8
27,80000,MORTGAGE,6,MEDICAL,B,23750,10.99,0,0.3,N,9
30,80000,MORTGAGE,7,VENTURE,B,16800,10.99,0,0.21,N,8
30,30000,RENT,4,DEBTCONSOLIDATION,D,12000,15.21,1,0.4,Y,6
27,30000,RENT,5,EDUCATION,B,12000,11.36,1,0.4,N,9
34,80000,MORTGAGE,5,PERSONAL,A,12000,7.49,0,0.15,N,9
34,30412,RENT,4,MEDICAL,B,12000,10.38,1,0.39,N,5
35,80000,OWN,5,PERSONAL,D,15000,15.99,0,0.19,Y,9
29,32800,RENT,13,MEDICAL,E,12000,16.45,1,0.37,N,9
33,80000,MORTGAGE,9,VENTURE,B,6000,11.11,0,0.07,N,7
27,80000,MORTGAGE,11,PERSONAL,A,16000,6.91,0,0.2,N,5
33,80000,MORTGAGE,5,HOMEIMPROVEMENT,D,24000,14.46,0,0.3,N,6
30,80000,MORTGAGE,4,DEBTCONSOLIDATION,A,10750,6.17,0,0.13,N,5
27,80000,MORTGAGE,4,MEDICAL,A,15000,6.54,0,0.19,N,8
27,40000,OWN,11,EDUCATION,A,6400,9.32,0,0.16,N,6
29,80000,MORTGAGE,14,HOMEIMPROVEMENT,D,5000,15.21,0,0.06,N,6
27,35000,RENT,8,PERSONAL,B,12000,9.91,1,0.34,N,8
35,36000,RENT,9,MEDICAL,D,12000,16.29,1,0.33,N,9
29,36000,RENT,13,MEDICAL,A,12000,7.49,1,0.33,N,10
29,36000,RENT,6,VENTURE,A,12000,7.49,1,0.33,N,7
27,80000,MORTGAGE,4,DEBTCONSOLIDATION,B,24000,11.12,0,0.3,N,10
33,36000,RENT,9,PERSONAL,A,12000,7.29,1,0.33,N,6
34,80000,MORTGAGE,7,EDUCATION,B,19000,10.62,0,0.24,N,10
27,80000,OWN,11,EDUCATION,B,5000,11.14,0,0.06,N,7
33,80000,MORTGAGE,4,MEDICAL,B,12000,11.14,0,0.15,N,6
34,62900,MORTGAGE,11,MEDICAL,A,18000,8.94,1,0.24,N,5
30,80000,MORTGAGE,14,VENTURE,C,8000,13.92,0,0.1,N,8
29,80000,MORTGAGE,13,HOMEIMPROVEMENT,C,16000,12.84,0,0.2,Y,7
33,80000,OWN,12,HOMEIMPROVEMENT,C,9000,11.97,0,0.11,N,7
27,80000,MORTGAGE,11,EDUCATION,A,5000,8,0,0.06,N,6
27,40000,RENT,4,MEDICAL,B,12000,12.69,0,0.3,N,8
27,40000,RENT,8,MEDICAL,B,12000,10.37,0,0.3,N,9
30,40000,RENT,13,EDUCATION,B,12000,9.2,0,0.3,N,8
30,80256,OWN,11,VENTURE,A,24000,7.49,0,0.3,N,7
29,41004,RENT,6,PERSONAL,B,12000,10,0,0.29,N,7
29,80400,MORTGAGE,13,VENTURE,A,8000,7.14,0,0.1,N,10
30,42600,RENT,13,VENTURE,B,12000,11.71,0,0.28,N,8
29,81000,MORTGAGE,5,PERSONAL,A,14000,7.66,0,0.17,N,9
27,81000,OWN,4,VENTURE,C,9000,13.43,0,0.11,Y,9
33,81000,OWN,4,PERSONAL,A,12000,6.17,0,0.15,N,8
34,39000,OWN,5,HOMEIMPROVEMENT,B,12000,11.99,0,0.31,N,6
29,37000,RENT,4,HOMEIMPROVEMENT,A,12000,9.63,1,0.32,N,7
29,75000,MORTGAGE,8,PERSONAL,C,12000,13.16,1,0.16,Y,7
34,45000,RENT,17,VENTURE,A,12000,6.03,0,0.27,N,9
33,81804,MORTGAGE,4,DEBTCONSOLIDATION,A,9000,8,0,0.11,N,8
29,75840,OWN,5,HOMEIMPROVEMENT,G,25000,21.27,1,0.33,N,6
29,81900,MORTGAGE,13,VENTURE,A,8000,7.66,0,0.1,N,10
33,45000,RENT,4,MEDICAL,A,12000,7.88,0,0.27,N,6
29,39000,OWN,10,PERSONAL,C,9000,12.72,0,0.23,Y,9
29,76000,MORTGAGE,9,DEBTCONSOLIDATION,D,4400,16.29,1,0.06,Y,10
27,82000,MORTGAGE,11,VENTURE,A,4000,7.9,0,0.05,N,10
29,82000,OWN,5,PERSONAL,C,21000,14.65,0,0.26,Y,5
27,82000,MORTGAGE,11,PERSONAL,A,10000,7.51,0,0.12,N,9
29,82000,MORTGAGE,5,MEDICAL,B,20000,10.99,0,0.24,N,7
29,46000,RENT,4,MEDICAL,B,12000,10.74,0,0.26,N,10
35,82000,MORTGAGE,4,HOMEIMPROVEMENT,E,10000,16.69,0,0.12,Y,9
29,47256,RENT,5,VENTURE,A,12000,7.29,0,0.25,N,8
30,82000,MORTGAGE,5,PERSONAL,A,5000,6.76,0,0.06,N,8
27,48000,RENT,5,VENTURE,B,12000,11.71,0,0.25,N,6
27,42000,RENT,5,DEBTCONSOLIDATION,E,12000,16,1,0.29,Y,5
34,76000,MORTGAGE,13,DEBTCONSOLIDATION,E,20000,17.74,1,0.26,N,5
29,76000,MORTGAGE,13,HOMEIMPROVEMENT,F,20000,16.08,1,0.26,Y,6
35,82008,MORTGAGE,7,HOMEIMPROVEMENT,A,7200,6.62,0,0.09,N,7
33,82404,OWN,8,EDUCATION,D,14400,16,0,0.17,Y,7
29,60000,RENT,7,MEDICAL,B,12000,9.91,0,0.2,N,7
30,82500,MORTGAGE,7,EDUCATION,D,10000,15.65,0,0.12,Y,9
30,60000,RENT,5,PERSONAL,B,12000,10.99,0,0.2,N,7
29,82600,MORTGAGE,6,VENTURE,B,19450,9.91,0,0.24,N,10
30,65144,MORTGAGE,9,MEDICAL,E,5000,16.35,1,0.07,Y,6
27,83000,MORTGAGE,11,EDUCATION,A,3500,6.03,0,0.04,N,5
30,60000,RENT,4,PERSONAL,B,12000,10.99,0,0.2,N,10
29,83000,MORTGAGE,13,HOMEIMPROVEMENT,A,7500,8.9,0,0.09,N,6
33,83000,MORTGAGE,14,DEBTCONSOLIDATION,A,18000,8.49,0,0.22,N,6
27,83000,MORTGAGE,11,VENTURE,C,2500,13.99,0,0.03,Y,8
30,83000,MORTGAGE,4,DEBTCONSOLIDATION,B,20000,11.11,0,0.24,N,6
30,61000,RENT,4,EDUCATION,A,12000,6.92,0,0.2,N,9
33,83200,MORTGAGE,18,HOMEIMPROVEMENT,A,13000,6.99,0,0.16,N,7
27,83886,MORTGAGE,11,VENTURE,A,15000,6.03,0,0.18,N,6
34,84000,MORTGAGE,10,VENTURE,A,30000,7.9,0,0.36,N,8
33,84000,MORTGAGE,17,VENTURE,A,20000,5.99,0,0.24,N,8
34,84000,MORTGAGE,6,EDUCATION,A,2400,7.49,0,0.03,N,6
29,84000,MORTGAGE,11,MEDICAL,A,15000,6.99,0,0.18,N,7
27,78000,MORTGAGE,5,PERSONAL,B,6775,10.59,1,0.09,N,5
29,84000,MORTGAGE,9,HOMEIMPROVEMENT,A,5900,7.66,0,0.07,N,9
30,84000,MORTGAGE,13,HOMEIMPROVEMENT,B,12000,11.11,0,0.14,N,9
29,84000,OWN,13,PERSONAL,A,6000,5.42,0,0.07,N,5
35,84000,OWN,4,HOMEIMPROVEMENT,A,9000,6.76,0,0.11,N,6
30,62000,RENT,14,MEDICAL,B,12000,11.71,0,0.19,N,9
34,84000,MORTGAGE,15,PERSONAL,B,9250,11.36,0,0.11,N,8
34,62000,RENT,5,VENTURE,B,12000,10.99,0,0.19,N,6
27,84000,MORTGAGE,11,PERSONAL,D,14000,15.7,0,0.17,Y,7
27,62400,RENT,5,MEDICAL,B,12000,12.42,0,0.19,N,6
29,84000,OWN,11,EDUCATION,B,15000,12.18,0,0.18,N,10
33,84000,MORTGAGE,9,EDUCATION,D,20000,14.61,0,0.24,Y,5
35,62496,RENT,6,VENTURE,D,12000,14.11,0,0.19,Y,8
29,78132,MORTGAGE,11,DEBTCONSOLIDATION,D,25000,15.33,1,0.32,Y,6
27,38000,OWN,11,HOMEIMPROVEMENT,A,4000,7.68,0,0.11,N,9
27,84780,MORTGAGE,5,VENTURE,A,18000,7.51,0,0.21,N,10
27,84906,MORTGAGE,11,DEBTCONSOLIDATION,A,4500,7.51,0,0.05,N,10
30,84996,MORTGAGE,4,PERSONAL,B,8000,12.69,0,0.09,N,7
29,59000,RENT,4,DEBTCONSOLIDATION,D,12000,16.49,1,0.2,Y,9
29,84996,MORTGAGE,13,DEBTCONSOLIDATION,A,6000,7.68,0,0.07,N,8
30,85000,OWN,12,VENTURE,A,7800,6.03,0,0.09,N,10
33,73000,MORTGAGE,6,DEBTCONSOLIDATION,D,5000,16.29,1,0.07,N,9
27,67000,RENT,5,PERSONAL,C,12000,13.23,0,0.18,Y,7
27,85000,MORTGAGE,9,MEDICAL,B,24000,11.71,0,0.28,N,10
29,63600,RENT,5,DEBTCONSOLIDATION,B,12000,12.42,1,0.19,N,8
27,85000,MORTGAGE,12,VENTURE,A,3800,6.03,0,0.04,N,6
27,85000,MORTGAGE,11,EDUCATION,A,12000,6.62,0,0.14,N,10
29,85000,MORTGAGE,9,MEDICAL,B,15000,10.65,0,0.18,N,9
33,70000,RENT,6,PERSONAL,D,12000,15.65,0,0.17,Y,5
27,70000,RENT,6,VENTURE,B,12000,10.99,0,0.17,N,8
29,85000,MORTGAGE,14,VENTURE,B,7500,11.49,0,0.09,N,10
27,72000,RENT,11,EDUCATION,A,12000,6.62,0,0.17,N,8
34,85000,MORTGAGE,6,HOMEIMPROVEMENT,B,24000,11.49,0,0.28,N,7
35,85000,MORTGAGE,9,DEBTCONSOLIDATION,A,21000,7.49,0,0.25,N,9
29,62050,MORTGAGE,13,MEDICAL,E,3600,17.99,1,0.05,N,9
34,66000,RENT,5,DEBTCONSOLIDATION,D,12000,14.3,1,0.18,N,6
30,85000,MORTGAGE,14,MEDICAL,A,6000,5.42,0,0.07,N,8
27,85000,MORTGAGE,11,PERSONAL,A,10000,7.49,0,0.12,N,8
34,73000,MORTGAGE,6,PERSONAL,D,7500,15.99,1,0.1,Y,5
27,73660,RENT,4,HOMEIMPROVEMENT,E,12000,14.18,0,0.16,N,7
29,42000,RENT,5,MEDICAL,B,3000,12.69,0,0.07,N,5
29,85000,MORTGAGE,12,PERSONAL,B,25000,9.25,0,0.29,N,10
27,36000,RENT,4,HOMEIMPROVEMENT,D,3000,15.62,1,0.08,N,7
29,85000,MORTGAGE,9,VENTURE,B,20000,10.38,0,0.24,N,9
27,85000,OWN,6,VENTURE,A,20000,7.88,0,0.24,N,6
27,85000,MORTGAGE,8,VENTURE,B,7500,10.99,0,0.09,N,10
33,85000,MORTGAGE,12,HOMEIMPROVEMENT,A,8000,7.14,0,0.09,N,8
27,85000,MORTGAGE,6,HOMEIMPROVEMENT,B,5500,11.36,0,0.06,N,9
27,85000,OWN,10,VENTURE,C,19000,13.92,0,0.22,N,5
27,85000,MORTGAGE,7,EDUCATION,C,10400,13.16,0,0.12,Y,6
27,75000,RENT,6,HOMEIMPROVEMENT,B,12000,10.99,0,0.16,N,10
34,85000,MORTGAGE,19,EDUCATION,D,8500,14.42,0,0.1,Y,8
29,73000,MORTGAGE,6,EDUCATION,D,21000,13.36,1,0.29,Y,7
30,80000,RENT,7,VENTURE,A,12000,8.9,0,0.15,N,10
30,85634,MORTGAGE,4,PERSONAL,A,14000,7.66,0,0.16,N,8
27,73680,MORTGAGE,11,DEBTCONSOLIDATION,E,10000,17.93,1,0.14,Y,6
34,85800,OWN,11,VENTURE,A,5000,7.4,0,0.06,N,6
29,86000,MORTGAGE,5,PERSONAL,C,14000,14.27,0,0.16,N,9
30,36000,OWN,6,MEDICAL,B,10000,12.69,0,0.28,N,10
33,86000,MORTGAGE,5,VENTURE,D,15000,16.49,0,0.17,Y,9
27,86000,MORTGAGE,6,HOMEIMPROVEMENT,B,4500,10.37,0,0.05,N,6
35,86000,MORTGAGE,19,MEDICAL,A,20000,6.54,0,0.23,N,10
27,86004,MORTGAGE,8,HOMEIMPROVEMENT,D,16000,14.42,0,0.19,N,6
29,86028,MORTGAGE,4,HOMEIMPROVEMENT,E,25000,16.82,0,0.29,N,9
34,86100,MORTGAGE,5,VENTURE,A,18000,6.99,0,0.21,N,5
27,84000,RENT,7,VENTURE,C,12000,13.16,0,0.14,Y,5
30,84300,RENT,4,PERSONAL,B,12000,8.88,0,0.14,N,7
29,86400,MORTGAGE,12,PERSONAL,C,8000,12.99,0,0.09,N,8
27,74400,MORTGAGE,11,DEBTCONSOLIDATION,D,10000,16,1,0.13,Y,6
27,74700,MORTGAGE,7,HOMEIMPROVEMENT,B,5000,11.49,1,0.07,N,6
30,86706,MORTGAGE,6,MEDICAL,A,8500,6.62,0,0.1,N,10
27,86875,MORTGAGE,5,VENTURE,B,8000,10.59,0,0.09,N,10
27,75000,MORTGAGE,11,EDUCATION,B,12000,9.91,1,0.16,N,10
30,73000,RENT,4,VENTURE,C,12000,14.26,1,0.16,Y,5
29,87000,MORTGAGE,4,HOMEIMPROVEMENT,B,15000,10.99,0,0.17,N,5
27,86000,RENT,4,EDUCATION,A,12000,7.51,0,0.14,N,8
33,87000,MORTGAGE,17,VENTURE,E,9000,17.93,0,0.1,Y,7
30,36000,OWN,14,HOMEIMPROVEMENT,C,4000,13.49,0,0.11,N,10
29,88000,RENT,6,EDUCATION,C,12000,12.53,0,0.14,N,5
27,87000,MORTGAGE,11,VENTURE,C,21125,13.92,0,0.24,N,5
29,87000,MORTGAGE,6,VENTURE,A,4800,8.94,0,0.06,N,5
30,75000,MORTGAGE,9,HOMEIMPROVEMENT,C,14000,13.79,1,0.19,N,8
33,87120,MORTGAGE,10,PERSONAL,A,2850,7.51,0,0.03,N,7
29,87204,MORTGAGE,7,MEDICAL,A,10000,9.32,0,0.11,N,8
34,87360,MORTGAGE,11,PERSONAL,B,12000,11.11,0,0.14,N,5
29,90000,RENT,4,VENTURE,B,12000,10.74,0,0.13,N,10
34,87600,MORTGAGE,15,EDUCATION,A,15000,8.49,0,0.17,N,6
29,87600,MORTGAGE,4,PERSONAL,B,12000,11.49,0,0.14,N,8
33,87895,MORTGAGE,4,DEBTCONSOLIDATION,A,2800,7.14,0,0.03,N,9
27,87988,MORTGAGE,5,DEBTCONSOLIDATION,C,20000,12.84,0,0.23,Y,10
27,88000,MORTGAGE,4,VENTURE,B,14000,12.42,0,0.16,N,10
35,88000,MORTGAGE,18,MEDICAL,B,9800,12.69,0,0.11,N,10
29,90444,RENT,13,MEDICAL,A,12000,7.14,0,0.13,N,8
34,91200,RENT,5,MEDICAL,A,12000,6.92,0,0.13,N,7
27,88000,MORTGAGE,8,PERSONAL,B,14400,11.71,0,0.16,N,6
30,64600,MORTGAGE,8,MEDICAL,D,8000,15.99,1,0.11,Y,6
27,93000,RENT,11,HOMEIMPROVEMENT,A,12000,8.9,0,0.13,N,8
27,88000,OWN,11,HOMEIMPROVEMENT,C,3500,13.57,0,0.04,Y,8
30,96000,RENT,11,EDUCATION,C,12000,13.23,0,0.13,N,10
29,88055,MORTGAGE,6,DEBTCONSOLIDATION,B,21600,12.42,0,0.25,N,8
30,88800,MORTGAGE,14,EDUCATION,A,7000,6.62,0,0.08,N,6
30,89000,MORTGAGE,14,VENTURE,A,4000,6.03,0,0.04,N,6
30,100000,RENT,13,DEBTCONSOLIDATION,A,12000,7.88,0,0.12,N,9
30,76500,RENT,11,MEDICAL,D,12000,17.27,1,0.13,N,10
27,89000,OWN,10,VENTURE,A,3000,6.76,0,0.03,N,6
34,89000,MORTGAGE,17,DEBTCONSOLIDATION,B,10000,10.99,0,0.11,N,7
34,77000,MORTGAGE,18,EDUCATION,B,15000,11.14,1,0.19,N,6
27,89000,MORTGAGE,11,EDUCATION,D,2800,14.96,0,0.03,Y,10
27,89004,MORTGAGE,4,PERSONAL,A,10000,7.51,0,0.11,N,9
30,110000,RENT,8,HOMEIMPROVEMENT,B,12000,12.18,0,0.11,N,7
29,89520,OWN,13,MEDICAL,C,8000,13.23,0,0.09,N,10
29,89849,MORTGAGE,13,EDUCATION,C,6000,13.98,0,0.07,Y,5
35,120000,RENT,4,HOMEIMPROVEMENT,B,12000,10.99,0,0.1,N,7
34,120000,RENT,4,PERSONAL,B,12000,11.49,0,0.1,N,6
29,90000,MORTGAGE,14,EDUCATION,B,10000,10.65,0,0.11,N,6
33,123000,RENT,5,MEDICAL,B,12000,11.83,0,0.1,N,7
27,90000,MORTGAGE,4,HOMEIMPROVEMENT,B,20000,12.42,0,0.22,N,10
29,90000,MORTGAGE,8,DEBTCONSOLIDATION,A,14000,7.9,0,0.16,N,9
27,130000,RENT,11,EDUCATION,C,12000,15.23,0,0.09,Y,10
35,130000,RENT,17,EDUCATION,B,12000,10.75,0,0.09,N,6
27,90000,MORTGAGE,6,MEDICAL,A,24400,8.9,0,0.27,N,10
33,90000,MORTGAGE,5,PERSONAL,A,11400,6.62,0,0.13,N,8
34,150000,RENT,5,HOMEIMPROVEMENT,B,12000,10.59,0,0.08,N,9
30,150000,RENT,14,DEBTCONSOLIDATION,A,12000,7.29,0,0.08,N,7
29,90000,MORTGAGE,13,DEBTCONSOLIDATION,A,6000,6.03,0,0.07,N,5
27,223000,RENT,4,EDUCATION,D,12000,14.96,1,0.05,N,6
29,90000,MORTGAGE,13,DEBTCONSOLIDATION,B,21000,11.99,0,0.23,N,10
33,36000,RENT,5,EDUCATION,B,12200,9.99,1,0.34,N,6
27,90000,MORTGAGE,11,VENTURE,D,21000,15.62,0,0.23,N,9
30,90000,MORTGAGE,14,MEDICAL,A,18000,8.49,0,0.2,N,9
35,90000,MORTGAGE,8,EDUCATION,B,4800,9.99,0,0.05,N,5
27,35196,RENT,4,MEDICAL,C,12250,13.23,1,0.35,N,7
30,90000,MORTGAGE,14,DEBTCONSOLIDATION,A,4500,5.99,0,0.05,N,6
34,90000,MORTGAGE,15,VENTURE,A,15000,6.99,0,0.17,N,6
34,90000,MORTGAGE,4,DEBTCONSOLIDATION,A,9900,5.99,0,0.11,N,5
27,90000,MORTGAGE,5,HOMEIMPROVEMENT,A,15000,7.49,0,0.17,N,5
27,90000,MORTGAGE,8,DEBTCONSOLIDATION,A,12000,7.29,0,0.13,N,5
29,90000,MORTGAGE,14,HOMEIMPROVEMENT,B,15000,11.11,0,0.17,N,9
33,36000,RENT,10,MEDICAL,A,12325,6.54,1,0.34,N,10
34,90000,MORTGAGE,7,HOMEIMPROVEMENT,A,7000,5.79,0,0.08,N,8
30,75000,RENT,6,MEDICAL,C,12325,12.73,0,0.16,N,6
27,90000,MORTGAGE,8,EDUCATION,A,8000,7.66,0,0.09,N,5
30,90000,MORTGAGE,5,PERSONAL,A,10000,5.79,0,0.11,N,7
27,35000,RENT,11,MEDICAL,D,12500,15.65,1,0.36,Y,8
33,90000,MORTGAGE,4,DEBTCONSOLIDATION,C,12000,12.98,0,0.13,N,6
33,90000,MORTGAGE,12,PERSONAL,A,6000,5.42,0,0.07,N,7
27,36500,RENT,4,EDUCATION,B,12500,10.25,1,0.34,N,8
30,90000,MORTGAGE,14,VENTURE,D,9000,15.58,0,0.1,Y,6
34,90000,MORTGAGE,19,DEBTCONSOLIDATION,C,5000,13.61,0,0.06,N,7
27,90000,MORTGAGE,5,DEBTCONSOLIDATION,A,10000,7.14,0,0.11,N,5
30,90000,MORTGAGE,10,PERSONAL,A,5000,6.76,0,0.06,N,5
34,90000,MORTGAGE,5,PERSONAL,B,24250,10.62,0,0.27,N,7
27,48000,RENT,4,MEDICAL,A,2800,7.49,0,0.06,N,5
27,90000,MORTGAGE,6,MEDICAL,B,5500,10.25,0,0.06,N,9
33,49548,RENT,6,DEBTCONSOLIDATION,C,2800,12.84,0,0.06,Y,5
29,35000,OWN,11,MEDICAL,C,4200,12.99,0,0.12,Y,7
27,90000,MORTGAGE,5,VENTURE,C,12000,12.73,0,0.13,N,9
27,58800,RENT,6,HOMEIMPROVEMENT,B,2800,12.69,1,0.05,N,10
33,90000,MORTGAGE,5,VENTURE,A,4200,8.94,0,0.05,N,5
27,90000,MORTGAGE,11,PERSONAL,A,10000,8.94,0,0.11,N,7
29,16800,RENT,9,HOMEIMPROVEMENT,D,2750,14.84,1,0.16,Y,10
27,90000,MORTGAGE,5,VENTURE,D,20500,14.96,0,0.23,Y,8
29,90000,MORTGAGE,13,VENTURE,B,10000,12.21,0,0.11,N,10
30,15000,RENT,6,EDUCATION,B,2700,12.69,1,0.18,N,5
35,90000,MORTGAGE,9,HOMEIMPROVEMENT,C,20000,12.53,0,0.22,N,5
29,78000,MORTGAGE,7,HOMEIMPROVEMENT,A,18000,9.38,1,0.23,N,6
30,90000,MORTGAGE,5,PERSONAL,B,7500,10.71,0,0.08,N,5
30,90000,MORTGAGE,8,EDUCATION,E,20000,14.82,0,0.22,Y,8
30,90000,MORTGAGE,7,EDUCATION,A,10000,8.63,0,0.11,N,5
33,90000,MORTGAGE,5,EDUCATION,C,22000,11.03,0,0.24,N,5
29,40560,RENT,4,EDUCATION,B,2700,10,0,0.07,N,8
30,78111,MORTGAGE,5,PERSONAL,A,25000,7.51,1,0.32,N,7
34,90636,MORTGAGE,4,EDUCATION,C,17000,13.85,0,0.19,Y,5
30,90722,MORTGAGE,6,VENTURE,A,10000,6.91,0,0.11,N,8
30,91000,MORTGAGE,9,DEBTCONSOLIDATION,B,18500,12.42,0,0.2,N,7
30,91000,MORTGAGE,7,EDUCATION,A,33950,7.9,0,0.37,N,7
30,91000,MORTGAGE,14,VENTURE,B,13600,12.42,0,0.15,N,7
35,91000,OWN,6,VENTURE,B,5600,10.99,0,0.06,N,8
35,91000,MORTGAGE,14,EDUCATION,A,4000,7.29,0,0.04,N,9
27,91000,MORTGAGE,5,DEBTCONSOLIDATION,A,14700,7.88,0,0.16,N,6
29,91080,MORTGAGE,4,HOMEIMPROVEMENT,D,15600,15.7,0,0.17,N,9
29,91200,MORTGAGE,13,PERSONAL,B,2000,11.49,0,0.02,N,8
30,79200,MORTGAGE,10,EDUCATION,A,9000,8.49,1,0.11,N,8
27,91224,MORTGAGE,6,MEDICAL,A,15000,7.88,0,0.16,N,10
33,91384,MORTGAGE,17,EDUCATION,B,1600,10.25,0,0.02,N,5
34,35000,OWN,18,VENTURE,B,3000,10.62,0,0.09,N,8
29,91560,MORTGAGE,8,DEBTCONSOLIDATION,A,22000,6.91,0,0.24,N,8
30,91644,MORTGAGE,14,VENTURE,C,5000,11.03,0,0.05,Y,7
29,92000,MORTGAGE,4,HOMEIMPROVEMENT,A,14000,6.03,0,0.15,N,8
35,92000,MORTGAGE,11,VENTURE,A,12000,6.99,0,0.13,N,8
29,92000,MORTGAGE,8,HOMEIMPROVEMENT,A,12000,6.62,0,0.13,N,6
35,92000,MORTGAGE,19,MEDICAL,A,14400,6.99,0,0.16,N,10
34,92000,MORTGAGE,14,HOMEIMPROVEMENT,B,16000,11.11,0,0.17,N,7
33,92000,MORTGAGE,8,EDUCATION,C,20000,13.06,0,0.22,N,10
33,92000,MORTGAGE,18,PERSONAL,A,12000,5.79,0,0.13,N,5
34,92000,MORTGAGE,5,MEDICAL,A,10000,7.51,0,0.11,N,10
27,92000,MORTGAGE,11,EDUCATION,B,18000,11.48,0,0.2,N,7
29,92000,MORTGAGE,8,PERSONAL,B,10000,11.26,0,0.11,N,9
29,92004,MORTGAGE,12,VENTURE,B,10000,9.63,0,0.11,N,6
27,68255,MORTGAGE,6,MEDICAL,E,17500,17.93,1,0.22,Y,10
27,92508,MORTGAGE,11,PERSONAL,A,13000,7.14,0,0.14,N,5
27,34800,OWN,7,HOMEIMPROVEMENT,A,9500,7.51,0,0.27,N,10
27,93000,MORTGAGE,11,HOMEIMPROVEMENT,A,7000,5.42,0,0.08,N,8
30,93000,MORTGAGE,11,HOMEIMPROVEMENT,C,18000,15.23,0,0.19,N,9
30,93000,MORTGAGE,6,EDUCATION,C,20000,13.49,0,0.22,N,10
29,34500,OWN,7,VENTURE,A,20000,7.29,0,0.58,N,10
29,93000,MORTGAGE,9,PERSONAL,E,20000,16.82,0,0.22,N,8
27,93000,MORTGAGE,5,DEBTCONSOLIDATION,C,16000,13.57,0,0.17,Y,10
30,93000,MORTGAGE,14,MEDICAL,B,22500,11.83,0,0.24,N,9
29,80000,RENT,5,MEDICAL,B,12500,11.71,0,0.16,N,7
27,101877,RENT,9,VENTURE,B,12500,11.99,0,0.12,N,7
30,93132,MORTGAGE,10,HOMEIMPROVEMENT,A,2500,5.99,0,0.03,N,6
30,94000,MORTGAGE,13,EDUCATION,C,10000,14.27,0,0.11,N,6
29,94000,MORTGAGE,13,PERSONAL,A,30000,6.62,0,0.32,N,7
29,94000,MORTGAGE,13,MEDICAL,B,4800,10.99,0,0.05,N,5
27,35000,RENT,4,EDUCATION,B,12800,10,1,0.37,N,7
30,30000,RENT,14,MEDICAL,C,12800,14.79,1,0.43,Y,9
35,94000,MORTGAGE,9,VENTURE,B,15000,9.88,0,0.16,N,10
29,94000,MORTGAGE,9,PERSONAL,A,10000,7.51,0,0.11,N,7
30,94104,OWN,15,VENTURE,C,14400,14.27,0,0.15,Y,7
27,94700,MORTGAGE,8,EDUCATION,A,8000,7.49,0,0.08,N,7
30,65000,RENT,11,VENTURE,D,12800,15.2,0,0.2,N,8
27,80000,RENT,8,HOMEIMPROVEMENT,F,12800,18.67,0,0.16,Y,6
27,104000,RENT,8,PERSONAL,A,12800,7.29,0,0.12,N,7
29,95000,MORTGAGE,6,VENTURE,A,35000,7.9,0,0.37,N,8
30,96000,RENT,4,PERSONAL,C,12900,14.79,0,0.13,N,9
30,95000,MORTGAGE,6,HOMEIMPROVEMENT,B,21000,11.99,0,0.22,N,5
35,50000,RENT,16,MEDICAL,B,13000,10.25,0,0.26,N,8
27,95000,MORTGAGE,9,HOMEIMPROVEMENT,B,25000,10.99,0,0.26,N,5
30,95000,MORTGAGE,6,PERSONAL,A,4000,5.99,0,0.04,N,9
30,95000,MORTGAGE,4,MEDICAL,B,5600,11.63,0,0.06,N,5
34,52809,RENT,18,VENTURE,B,13000,10.62,0,0.25,N,9
30,95000,MORTGAGE,14,VENTURE,A,5000,6.99,0,0.05,N,10
27,55000,RENT,11,DEBTCONSOLIDATION,B,13000,8.88,0,0.24,N,6
33,95000,MORTGAGE,17,MEDICAL,A,3600,8.49,0,0.04,N,10
27,95000,MORTGAGE,6,PERSONAL,C,15000,12.68,0,0.16,N,9
33,95000,MORTGAGE,4,HOMEIMPROVEMENT,A,11200,7.29,0,0.12,N,8
27,57996,RENT,8,DEBTCONSOLIDATION,C,13000,13.92,0,0.22,Y,7
33,95000,MORTGAGE,17,MEDICAL,A,12000,7.29,0,0.13,N,6
29,59000,RENT,6,EDUCATION,B,13000,11.49,0,0.22,N,10
33,95000,MORTGAGE,4,VENTURE,A,8000,5.79,0,0.08,N,10
